1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
89	-0.800520	11.928361	11.204735	0.005278	3.6
90	-0.827616	11.741994	11.268512	0.005252	4.0
91	-0.845193	11.624278	11.309171	0.009578	5.5
92	-0.822895	11.995188	11.182041	0.003171	3.7
93	-0.811717	11.568698	11.328471	0.002650	3.4
94	-0.795747	11.701190	11.282573	0.010176	3.5
95	-0.822337	11.914619	11.209413	0.011146	3.4
96	-0.776594	11.318572	11.416147	0.006619	3.8
97	-0.835792	10.811651	11.598064	0.014536	3.2
98	-0.825621	10.625572	11.666304	0.009652	3.5
99	-0.840535	11.625156	11.308867	0.019678	3.4
100	-0.818949	11.027550	11.519881	0.008741	3.0
101	-0.836885	10.524417	11.703739	0.003598	3.2
102	-0.791641	10.295449	11.789368	0.009867	3.7
103	-0.793050	11.062202	11.507430	0.004915	3.8
104	-0.801196	10.571459	11.686301	0.009285	4.1
105	-0.822463	10.902576	11.565008	0.009415	3.5
106	-0.797083	11.678418	11.290435	0.006209	3.5
107	-0.799647	12.492672	11.015949	0.016435	4.2
108	-0.839005	11.994873	11.182148	0.013428	3.0
109	-0.819297	12.994845	10.853221	0.005963	3.5
110	-0.813399	13.977260	10.548384	0.013937	3.1
111	-0.843772	13.384141	10.730341	0.007410	3.5
112	-0.832654	12.864870	10.894876	0.008961	3.4
113	-0.821237	12.702587	10.947336	0.004480	3.7
114	-0.782974	12.978827	10.858337	0.005090	3.6
115	-0.819431	12.873777	10.892011	0.014101	3.1
116	-0.835808	12.293566	11.081827	0.007223	3.5
117	-0.781252	13.288691	10.760211	0.017085	3.7
118	-0.842191	12.691556	10.950921	0.007719	3.1
119	-0.805038	13.688011	10.636342	0.004257	3.4
120	-0.858512	13.786034	10.606370	0.011686	3.6
121	-0.814561	14.552387	10.377743	0.010563	3.3
122	-0.817091	15.529505	10.100152	0.014175	3.4
123	-0.789109	16.028495	9.964044	0.007922	3.3
124	-0.817643	15.540227	10.097188	0.013840	3.4
125	-0.805201	14.944852	10.264434	0.012395	3.4
126	-0.828888	15.944809	9.986614	0.003574	2.9
127	-0.833813	16.227014	9.910909	0.002828	3.1
128	-0.815651	16.248810	9.905110	0.003942	3.4
129	-0.810857	16.015040	9.967666	0.010420	3.3
130	-0.820734	16.785194	9.764501	0.011489	3.4
131	-0.812517	16.232550	9.909436	0.008260	3.5
132	-0.837765	15.645120	10.068286	0.013083	3.0
133	-0.821898	15.144671	10.207689	0.008905	3.5
134	-0.801698	15.869797	10.006932	0.005124	3.2
135	-0.812193	15.543837	10.096191	0.009388	3.1
136	-0.806126	15.306150	10.162288	0.009704	15.5
137	-0.855086	16.127464	9.937483	0.004249	4.0
138	-0.815221	15.981092	9.976816	0.005526	3.5
139	-0.829283	16.440310	9.854447	0.002398	4.3
140	-0.806228	16.244755	9.906188	0.009827	4.5
141	-0.829079	15.879654	10.004258	0.002410	3.8
142	-0.815929	16.453431	9.850995	0.007300	3.4
143	-0.827503	16.703323	9.785704	0.006684	3.1
144	-0.809363	16.666555	9.795256	0.005102	3.6
145	-0.811222	16.853422	9.746901	0.010702	3.6
146	-0.843085	16.316645	9.887104	0.002453	3.1
147	-0.806085	15.993345	9.973512	0.007580	3.6
148	-0.787526	16.386615	9.868600	0.005802	4.6
149	-0.822025	17.145444	9.672284	0.008655	4.3
150	-0.821283	17.557688	9.568871	0.005170	4.1
151	-0.781437	17.078230	9.689357	0.005881	3.2
152	-0.813338	16.613788	9.808998	0.001701	3.7
153	-0.838666	16.486099	9.842410	0.009080	3.6
154	-0.815312	16.795215	9.761912	0.004368	3.0
155	-0.809090	17.498737	9.583524	0.010628	3.4
156	-0.813629	18.079452	9.441114	0.005380	3.5
157	-0.784241	19.013590	9.220706	0.008426	3.4
158	-0.824004	19.846035	9.032787	0.001952	2.8
159	-0.799170	20.002951	8.998219	0.013352	3.5
160	-0.820498	20.590335	8.871137	0.010283	3.6
161	-0.801046	21.574581	8.666052	0.012077	3.6
162	-0.827985	22.572950	8.467491	0.005144	3.7
163	-0.814347	23.064271	8.373077	0.009028	3.2
164	-0.777731	23.838489	8.228501	0.006065	3.5
165	-0.841194	23.439254	8.302425	0.010643	3.5
166	-0.820065	24.331666	8.138981	0.009118	3.5
167	-0.823384	25.148403	7.994937	0.002106	3.5
168	-0.832301	24.964469	8.026929	0.003225	3.4
169	-0.807447	25.101111	8.003138	0.004705	3.5
170	-0.832585	25.290451	7.970403	0.014002	3.7
171	-0.821438	24.734157	8.067352	0.005266	3.5
172	-0.804355	24.753896	8.063872	0.004330	3.5
173	-0.807069	24.372241	8.131702	0.004618	3.1
174	-0.840712	24.632250	8.085368	0.006511	3.3
175	-0.801993	24.237777	8.155873	0.007959	3.7
176	-0.849371	23.856088	8.225273	0.004727	3.1
177	-0.806615	23.411881	8.307542	0.003164	3.1
178	-0.845698	23.157297	8.355438	0.005939	3.7
179	-0.819873	23.021341	8.381243	0.011788	3.7
180	-0.822078	23.695729	8.254783	0.009655	3.6
181	-0.802655	24.274281	8.149297	0.006268	3.6
182	-0.813395	24.825502	8.051271	0.011560	3.6
183	-0.812786	24.243195	8.154896	0.008411	3.6
184	-0.821601	23.661129	8.261178	0.012368	3.5
185	-0.796295	24.507685	8.107500	0.017505	3.0
186	-0.807024	23.910093	8.215382	0.007294	3.7
187	-0.838216	24.601247	8.090865	0.002749	3.5
188	-0.818505	24.451268	8.117563	0.007546	8.5
189	-0.823619	24.101904	8.180443	0.007624	3.1
190	-0.795368	24.963522	8.027095	0.009082	3.6
191	-0.825461	24.381200	8.130097	0.005779	3.5
192	-0.821755	23.837966	8.228597	0.011290	3.4
193	-0.801742	24.590307	8.092807	0.005707	3.6
194	-0.830259	24.182009	8.165940	0.001615	3.6
195	-0.839978	24.103460	8.180161	0.014842	3.5
196	-0.807085	23.941386	8.209661	0.002704	3.1
197	-0.818667	23.772044	8.240713	0.008653	3.7
198	-0.826996	23.602939	8.271956	0.018224	3.6
199	-0.797316	24.602745	8.090600	0.003904	3.5
200	-0.788174	24.894965	8.039086	0.012658	3.4
201	-0.831045	25.438894	7.944925	0.004497	3.5
202	-0.818358	25.848309	7.875494	0.003523	3.5
203	-0.804685	25.761346	7.890140	0.003727	3.5
204	-0.795387	25.817371	7.880698	0.011399	3.5
205	-0.814156	25.358833	7.958646	0.008770	3.5
206	-0.820179	24.782290	8.058871	0.012521	3.7
207	-0.808707	25.740273	7.893697	0.006527	3.4
208	-0.827021	25.247928	7.977732	0.011687	3.4
209	-0.814499	26.108642	7.831972	0.006786	3.4
210	-0.819982	25.519396	7.931177	0.005076	3.7
211	-0.800284	26.161352	7.823218	0.012991	3.6
212	-0.814714	25.594509	7.918391	0.001211	3.3
213	-0.829183	25.583989	7.920180	0.003067	3.5
214	-0.817103	25.655106	7.908107	0.005664	3.5
215	-0.837205	25.453540	7.942421	0.005619	3.5
216	-0.833877	25.007602	8.019404	0.003190	3.7
217	-0.790871	25.122455	7.999434	0.005938	3.4
218	-0.800291	24.855699	8.045969	0.007223	3.6
219	-0.777080	25.194728	7.986919	0.003976	3.8
220	-0.796933	24.766384	8.061671	0.005405	3.7
221	-0.818633	24.586481	8.093486	0.006739	3.5
222	-0.827207	24.185498	8.165309	0.005957	3.5
223	-0.843281	24.045482	8.190689	0.010342	3.8
224	-0.833205	23.703042	8.253433	0.009258	3.6
225	-0.812197	23.172785	8.352508	0.009768	3.5
226	-0.808466	22.582577	8.465620	0.006997	3.0
227	-0.824963	23.474093	8.295921	0.008695	3.6
228	-0.829217	23.744733	8.245743	0.005487	3.5
229	-0.802442	23.846547	8.227023	0.009438	3.5
230	-0.831285	23.296679	8.329147	0.011364	3.1
231	-0.841659	22.813371	8.421026	0.005163	3.0
232	-0.822327	22.934790	8.397754	0.011817	3.5
233	-0.805285	23.180352	8.351078	0.005769	3.2
234	-0.833606	22.823655	8.419050	0.007255	2.8
235	-0.806317	23.449389	8.300532	0.005539	3.1
236	-0.819001	23.300181	8.328489	0.006084	3.3
237	-0.819535	23.698421	8.254286	0.009744	3.1
238	-0.800857	24.606149	8.089996	0.003491	3.4
239	-0.812123	25.010918	8.018826	0.003920	3.7
240	-0.835147	25.181748	7.989164	0.006007	3.5
241	-0.824577	25.433046	7.945926	0.009436	3.0
242	-0.815487	26.038688	7.843619	0.008036	3.4
243	-0.809364	25.448572	7.943270	0.013384	3.0
244	-0.810963	24.861291	8.044988	0.007945	3.3
245	-0.856893	24.293250	8.145884	0.007058	3.5
246	-0.838408	24.369361	8.132218	0.004835	3.1
247	-0.796724	24.572322	8.096001	0.008259	3.3
248	-0.818718	24.213922	8.160176	0.008374	3.1
249	-0.834918	25.181033	7.989288	0.007355	3.7
250	-0.829143	24.724685	8.069023	0.015026	3.0
251	-0.820784	25.360157	7.958419	0.009985	4.1
252	-0.812009	24.762663	8.062327	0.003064	3.3
253	-0.822480	25.321206	7.965111	0.009064	3.5
254	-0.803988	24.903628	8.037569	0.008064	3.2
255	-0.807177	25.836314	7.877510	0.003507	3.3
