1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
79	-0.695727	7.909188	4.527894	0.008208	3.4
80	-0.713384	7.844825	4.537998	0.014676	3.5
81	-0.715298	8.180431	4.485806	0.006773	3.4
82	-0.656816	8.454446	4.444075	0.016434	3.4
83	-0.719212	8.241311	4.476467	0.013920	3.5
84	-0.732903	7.690333	4.562434	0.006263	3.0
85	-0.736103	7.958448	4.520192	0.011390	3.5
86	-0.718024	7.832726	4.539902	0.010167	6.5
87	-0.718667	7.599944	4.576853	0.011761	3.3
88	-0.723849	8.021924	4.510306	0.005780	3.3
89	-0.702767	8.014618	4.511442	0.014530	3.6
90	-0.736737	8.062405	4.504023	0.001975	3.5
91	-0.698067	7.957057	4.520409	0.004449	3.0
92	-0.719772	7.922045	4.525882	0.007923	3.4
93	-0.743005	7.905093	4.528536	0.007489	3.3
94	-0.730581	8.031909	4.508755	0.012426	3.5
95	-0.710285	7.805491	4.544194	0.022363	3.0
96	-0.732339	7.649817	4.568886	0.023308	3.1
97	-0.728486	8.586243	4.424278	0.024337	3.4
98	-0.726505	9.542558	4.285749	0.013593	3.0
99	-0.724755	10.197721	4.195747	0.025817	6.1
100	-0.721486	9.773929	4.253527	0.014962	3.4
101	-0.714857	10.698683	4.129438	0.010375	3.3
102	-0.726738	10.337874	4.176982	0.009567	2.9
103	-0.726507	10.342205	4.176405	0.008332	3.7
104	-0.694254	10.126840	4.205302	0.014893	3.6
105	-0.728426	10.109224	4.207683	0.010743	3.5
106	-0.712080	10.221466	4.192556	0.021498	3.3
107	-0.719340	10.129679	4.204918	0.016786	3.1
108	-0.709399	11.047055	4.084549	0.019243	3.4
109	-0.709474	11.277192	4.055426	0.002531	3.5
110	-0.712796	11.434099	4.035807	0.006168	3.4
111	-0.713330	11.450127	4.033813	0.011982	3.1
112	-0.731098	11.225697	4.061906	0.016864	3.4
113	-0.690347	10.736329	4.124540	0.044453	3.4
114	-0.699535	11.733818	3.998854	0.017413	3.4
115	-0.700112	11.020510	4.087935	0.013753	3.4
116	-0.709222	10.912504	4.101770	0.017952	3.3
117	-0.732619	11.325007	4.049427	0.025899	3.5
118	-0.714603	12.295178	3.931433	0.018380	3.6
119	-0.710843	13.258168	3.820921	0.005362	3.5
120	-0.738888	12.975770	3.852679	0.010337	3.3
121	-0.710077	12.861325	3.865701	0.013849	3.5
122	-0.707049	13.018620	3.847827	0.012801	3.6
123	-0.719700	13.205992	3.826749	0.011578	3.0
124	-0.686714	12.898061	3.861511	0.007165	3.6
125	-0.694420	12.756423	3.877714	0.007989	3.3
126	-0.710380	12.985341	3.851594	0.013624	3.1
127	-0.705795	12.640393	3.891089	0.003092	3.2
128	-0.721468	12.745980	3.878914	0.016595	3.0
129	-0.707687	12.719215	3.881993	0.009425	3.1
130	-0.718152	12.333863	3.926870	0.016837	3.3
131	-0.714793	12.903818	3.860856	0.015566	3.3
132	-0.722646	12.359558	3.923846	0.011855	3.5
133	-0.718697	12.143245	3.949455	0.003265	3.5
134	-0.710702	12.236196	3.938409	0.005511	3.6
135	-0.708891	12.284280	3.932720	0.007116	3.4
136	-0.733406	12.198696	3.942858	0.017854	3.5
137	-0.714902	11.858140	3.983724	0.017265	3.4
138	-0.705251	11.257100	4.057952	0.014460	3.1
139	-0.718842	11.663969	4.007405	0.006693	3.0
140	-0.708025	11.822865	3.988005	0.009612	3.2
141	-0.697629	11.651978	4.008877	0.030555	3.3
142	-0.698505	12.439579	3.914456	0.005539	3.5
143	-0.726739	13.043279	3.845040	0.006417	3.4
144	-0.701239	12.953467	3.855210	0.004537	3.3
145	-0.737904	13.001182	3.849800	0.013744	3.0
146	-0.715310	12.889871	3.862445	0.009842	3.5
147	-0.730048	13.158112	3.832113	0.030002	11.0
148	-0.711502	13.945760	3.745741	0.013591	4.4
149	-0.698010	13.262828	3.820401	0.040093	5.5
150	-0.730855	14.165991	3.722282	0.017691	4.5
151	-0.707953	13.453211	3.799290	0.010613	3.7
152	-0.693690	14.090487	3.730292	0.009412	3.1
153	-0.706667	13.863752	3.754551	0.014758	6.1
154	-0.727414	13.450218	3.799620	0.024226	3.4
155	-0.715707	14.337570	3.704209	0.011892	3.5
156	-0.679903	13.920762	3.748422	0.008050	3.1
157	-0.732724	14.202499	3.718422	0.023010	3.1
158	-0.720025	14.653832	3.671352	0.008685	3.0
159	-0.694367	15.043934	3.631617	0.009292	3.5
160	-0.683271	14.991178	3.636940	0.020588	3.0
161	-0.707374	15.420978	3.594021	0.029312	3.0
162	-0.726900	14.714567	3.665108	0.008999	3.5
163	-0.722819	14.587817	3.678162	0.037676	3.0
164	-0.711421	14.694996	3.667118	0.006402	3.4
165	-0.734401	14.381607	3.699599	0.009473	3.5
166	-0.725315	14.400448	3.697630	0.020042	3.4
167	-0.710681	13.935575	3.746833	0.008712	3.6
168	-0.713343	13.471795	3.797242	0.007958	3.3
169	-0.725757	13.512716	3.792740	0.014053	3.5
170	-0.716239	13.219175	3.825275	0.026062	3.0
171	-0.733983	14.100692	3.729207	0.007963	3.8
172	-0.700568	13.693065	3.773024	0.011333	3.4
173	-0.703251	13.910551	3.749518	0.005320	3.5
174	-0.705701	13.765262	3.765188	0.008869	3.4
175	-0.736435	13.813508	3.759970	0.006257	3.7
176	-0.719567	13.800685	3.761356	0.013420	3.6
177	-0.712127	14.088252	3.730529	0.004834	3.6
178	-0.727274	14.184204	3.720356	0.013859	3.5
179	-0.700040	13.946781	3.745631	0.007441	3.4
180	-0.712161	13.690500	3.773303	0.010452	3.7
181	-0.711198	13.797826	3.761665	0.016565	3.1
182	-0.716170	13.290607	3.817306	0.025236	15.3
183	-0.716355	14.213947	3.717213	0.008983	3.2
184	-0.689083	14.078973	3.731516	0.010517	3.7
185	-0.733423	13.966226	3.743548	0.018745	4.5
186	-0.715151	14.262346	3.712111	0.038114	4.2
187	-0.729489	15.254677	3.610507	0.024406	3.0
188	-0.708334	16.254331	3.513625	0.005744	3.2
189	-0.729512	15.962715	3.541346	0.018835	3.0
190	-0.721268	15.816876	3.555374	0.016003	3.0
191	-0.716329	15.873383	3.549925	0.008962	3.5
192	-0.727709	16.277922	3.511402	0.012281	3.0
193	-0.727794	16.495005	3.491072	0.008266	3.5
194	-0.709084	16.607641	3.480616	0.023805	3.5
195	-0.731111	16.326521	3.506830	0.015730	3.0
196	-0.728860	17.179958	3.428441	0.002371	3.3
197	-0.757180	17.195077	3.427084	0.010022	3.3
198	-0.704524	17.240224	3.423038	0.010963	3.4
199	-0.723440	17.116445	3.434154	0.006799	3.5
200	-0.746702	17.005251	3.444202	0.019636	3.4
201	-0.720019	17.488347	3.400971	0.016031	3.0
202	-0.723956	16.848817	3.458437	0.024176	3.5
203	-0.695032	16.413964	3.498634	0.018732	3.5
204	-0.708672	16.532093	3.487622	0.013950	3.0
205	-0.720635	17.175040	3.428883	0.004202	3.0
206	-0.722087	17.260514	3.421223	0.007744	3.6
207	-0.694091	17.278260	3.419637	0.010817	3.4
208	-0.750026	17.023307	3.442566	0.019801	3.4
209	-0.733991	17.528851	3.397396	0.011509	3.5
210	-0.706659	17.250676	3.422103	0.010463	3.6
211	-0.705056	17.144342	3.431643	0.023835	3.1
212	-0.715225	16.905580	3.453258	0.013032	3.5
213	-0.704539	16.270902	3.512063	0.008287	3.5
214	-0.710128	16.684710	3.473498	0.011880	3.4
215	-0.672056	17.064048	3.438882	0.004773	3.4
216	-0.720193	17.197035	3.426909	0.014098	3.4
217	-0.713560	16.950608	3.449161	0.028994	3.4
218	-0.728549	16.279937	3.511212	0.010533	4.2
219	-0.731887	17.103619	3.435310	0.009732	3.5
220	-0.709605	16.964780	3.447873	0.004938	3.7
221	-0.695301	16.790933	3.463734	0.009995	3.1
222	-0.672822	16.832405	3.459937	0.005343	3.6
223	-0.707829	16.724277	3.469854	0.018498	3.1
224	-0.717497	16.553341	3.485649	0.010939	3.4
225	-0.720690	16.059133	3.532132	0.016244	3.1
226	-0.709030	15.570158	3.579360	0.006356	3.3
227	-0.716388	15.273672	3.608616	0.010867	3.1
228	-0.734442	15.541247	3.582192	0.003894	3.5
229	-0.731970	15.421388	3.593980	0.010967	3.5
230	-0.715979	15.465986	3.589585	0.012825	3.4
231	-0.702725	15.687571	3.567905	0.013193	3.4
232	-0.731640	15.196564	3.616303	0.011743	3.4
233	-0.718580	14.722143	3.664331	0.008845	3.4
234	-0.745536	14.400493	3.697625	0.021881	3.5
235	-0.724044	15.060625	3.629936	0.013470	3.4
236	-0.692961	14.432313	3.694304	0.016831	3.3
237	-0.702035	14.356650	3.702210	0.020647	2.8
238	-0.724714	14.646510	3.672106	0.002014	3.1
239	-0.693953	14.623488	3.674479	0.009977	3.7
240	-0.726834	14.652241	3.671515	0.016102	3.1
241	-0.702131	14.879418	3.648269	0.010741	3.4
242	-0.726492	15.460043	3.590170	0.016010	3.6
243	-0.717341	16.095727	3.528648	0.014662	3.4
244	-0.692893	15.542961	3.582024	0.015964	3.3
245	-0.699009	15.863319	3.550894	0.020680	2.9
246	-0.735068	16.569345	3.484164	0.023174	3.4
247	-0.733028	17.533826	3.396957	0.019161	3.0
248	-0.702177	16.836614	3.459552	0.008214	3.6
249	-0.727722	16.432147	3.496934	0.008248	3.5
250	-0.732159	16.572609	3.483861	0.004339	3.4
251	-0.709593	16.484229	3.492075	0.014201	3.0
252	-0.726162	16.630437	3.478507	0.014358	3.5
253	-0.719851	16.129973	3.525393	0.011213	3.4
254	-0.736908	16.305429	3.508812	0.008642	3.4
255	-0.692486	16.152720	3.523235	0.021125	3.7
