1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
102	-0.971599	4.643916	28.312096	0.003249	3.5
103	-0.944646	4.968325	27.958407	0.007279	3.4
104	-0.971609	5.921393	26.968627	0.006472	3.7
105	-0.930982	5.494467	27.403193	0.002910	3.2
106	-0.931880	5.106695	27.810223	0.005616	3.5
107	-0.935415	4.766137	28.177799	0.005312	3.3
108	-0.913107	5.758854	27.132440	0.005255	3.3
109	-0.955225	6.745450	26.167642	0.012368	3.7
110	-0.939138	6.922864	26.001381	0.002895	3.5
111	-0.926055	7.922138	25.103020	0.006611	3.5
112	-0.964187	7.499948	25.474889	0.004013	4.2
113	-0.943634	8.485717	24.623211	0.002568	3.2
114	-0.936303	8.957553	24.235391	0.008958	3.7
115	-0.911065	8.587810	24.538247	0.003102	4.1
116	-0.966339	8.160605	24.897735	0.005097	3.6
117	-0.918698	7.918828	25.105893	0.008497	3.5
118	-0.958346	8.486869	24.622249	0.003508	3.5
119	-0.930950	8.268204	24.806203	0.003326	3.5
120	-0.929871	7.877996	25.141392	0.002721	3.2
121	-0.942236	7.539054	25.439981	0.006486	3.7
122	-0.939897	8.274495	24.800872	0.005243	3.6
123	-0.911598	8.119271	24.933076	0.001285	3.7
124	-0.944877	8.267095	24.807143	0.005719	3.4
125	-0.957489	8.262356	24.811161	0.006025	3.7
126	-0.940474	9.244942	24.005105	0.008678	3.9
127	-0.920154	10.244792	23.236929	0.002551	3.8
128	-0.963545	10.435351	23.096068	0.005567	3.6
129	-0.939843	11.219294	22.534106	0.010588	3.4
130	-0.916039	10.791185	22.837557	0.007231	3.6
131	-0.924128	11.791163	22.141118	0.010026	3.4
132	-0.942532	11.362972	22.434065	0.010180	3.5
133	-0.941923	10.934637	22.734970	0.006672	3.1
134	-0.952872	11.934636	22.044665	0.007966	3.4
135	-0.915617	11.506301	22.335147	0.006508	3.4
136	-0.925536	12.506188	21.668624	0.003766	3.6
137	-0.968522	12.169317	21.888693	0.007442	3.8
138	-0.976305	13.054586	21.319684	0.001531	3.6
139	-0.936404	13.855691	20.829683	0.003766	3.1
140	-0.947764	13.770945	20.880451	0.006873	3.3
141	-0.940250	14.429616	20.492263	0.002334	3.7
142	-0.919640	15.344987	19.976153	0.005736	4.3
143	-0.936976	14.951577	20.194747	0.009258	3.5
144	-0.920646	15.950245	19.648936	0.004127	3.5
145	-0.965019	15.608219	19.832514	0.004427	3.6
146	-0.952851	15.248310	20.029431	0.008323	3.6
147	-0.912332	16.044447	19.598970	0.002341	3.3
148	-0.951696	16.295957	19.466802	0.005869	3.4
149	-0.928684	16.448372	19.387572	0.003426	3.7
150	-0.948858	17.246071	18.983205	0.005663	3.2
151	-0.918289	18.189322	18.526297	0.004428	3.0
152	-0.925873	17.891364	18.668232	0.004636	3.1
153	-0.948217	18.857287	18.215816	0.006887	3.0
154	-0.945526	19.827708	17.782850	0.006032	3.5
155	-0.938982	19.402649	17.969936	0.007442	3.0
156	-0.920118	19.229827	18.047132	0.003046	3.6
157	-0.957079	19.885071	17.757900	0.003171	3.5
158	-0.944883	19.520306	17.917757	0.005675	3.4
159	-0.928004	19.417420	17.963369	0.007829	3.6
160	-0.938806	20.414389	17.530936	0.005568	3.4
161	-0.951277	20.767418	17.382760	0.010868	3.6
162	-0.922131	20.347637	17.559238	0.002832	3.0
163	-0.949159	19.972067	17.720195	0.007236	3.7
164	-0.950981	20.782182	17.376618	0.009115	3.7
165	-0.950086	21.529094	17.071443	0.006924	3.3
166	-0.906745	22.528998	16.679295	0.001711	3.4
167	-0.947918	23.193635	16.428452	0.003451	3.7
168	-0.947492	22.976621	16.509522	0.006387	3.5
169	-0.927578	22.963134	16.514587	0.003812	3.6
170	-0.932066	22.547302	16.672285	0.003319	3.4
171	-0.941428	22.857986	16.554180	0.006535	3.4
172	-0.926993	22.468259	16.702602	0.003378	3.5
173	-0.954713	22.057832	16.861811	0.004684	3.7
174	-0.921852	22.242828	16.789674	0.006842	3.4
175	-0.944840	21.815058	16.957422	0.004099	11.3
176	-0.918476	21.457670	17.100161	0.006070	3.6
177	-0.957481	21.256800	17.181448	0.009123	3.5
178	-0.916151	22.256171	16.784495	0.006997	3.6
179	-0.933152	21.827854	16.952355	0.004349	3.5
180	-0.948525	22.769422	16.587676	0.004189	4.2
181	-0.943368	22.689042	16.618195	0.002962	3.7
182	-0.919417	22.410656	16.724765	0.004350	3.6
183	-0.944378	22.386395	16.734117	0.006099	3.2
184	-0.947134	21.998559	16.885054	0.006111	3.5
185	-0.941703	22.969804	16.512082	0.005753	3.5
186	-0.934922	22.555566	16.669121	0.007292	4.3
187	-0.951411	23.528387	16.304947	0.006232	4.5
188	-0.927900	23.100154	16.463276	0.007532	4.7
189	-0.916970	22.695147	16.615873	0.006330	4.5
190	-0.919173	22.266890	16.780337	0.005457	4.3
191	-0.916661	22.755997	16.592766	0.004551	4.0
192	-0.933659	23.744851	16.226068	0.005297	3.7
193	-0.926747	23.319131	16.381932	0.007217	3.4
194	-0.936395	24.318759	16.020584	0.002975	3.7
195	-0.916182	25.095215	15.750724	0.006704	3.5
196	-0.931773	24.899666	15.817828	0.010826	3.0
197	-0.949610	24.471329	15.966830	0.005700	3.4
198	-0.942934	25.471328	15.623246	0.007283	8.0
199	-0.929066	26.471015	15.294238	0.014166	3.4
200	-0.941467	27.471015	14.978705	0.008887	3.4
201	-0.920047	28.471015	14.675927	0.003162	3.0
202	-0.929385	28.052561	14.801123	0.009807	3.0
203	-0.923368	29.031304	14.511575	0.006142	3.5
204	-0.942956	30.030916	14.227317	0.005408	3.6
205	-0.899720	30.976882	13.968383	0.005923	3.4
206	-0.945449	31.549453	13.816186	0.001734	4.3
207	-0.937705	31.214027	13.904942	0.005371	4.3
208	-0.911670	31.940286	13.714188	0.004834	4.2
209	-0.955942	31.876131	13.730827	0.005954	4.7
210	-0.904012	31.451191	13.842069	0.009634	5.8
211	-0.941780	32.446395	13.584321	0.007449	5.3
212	-0.973559	33.446395	13.334822	0.010185	5.5
213	-0.958224	33.018058	13.440561	0.003271	5.3
214	-0.934169	34.014467	13.197129	0.003874	5.6
215	-0.950823	34.212426	13.149812	0.003432	4.7
216	-0.918408	33.902905	13.223945	0.006399	5.1
217	-0.908497	34.875976	12.993652	0.004829	4.7
218	-0.948996	34.478885	13.086655	0.005887	5.6
219	-0.937118	35.220133	12.914110	0.003081	4.5
220	-0.932854	34.839853	13.002058	0.006837	4.9
221	-0.951946	35.675728	12.810299	0.006361	5.7
222	-0.926418	36.675273	12.588289	0.002313	4.6
223	-0.928299	36.315223	12.667368	0.001337	5.1
224	-0.930071	36.428990	12.642274	0.004210	4.2
225	-0.927221	36.553676	12.614885	0.009570	4.8
226	-0.931184	37.553443	12.399493	0.002315	4.4
227	-0.903202	38.414142	12.219869	0.005017	4.7
228	-0.974834	38.061458	12.292839	0.003689	3.9
229	-0.955364	37.837434	12.339644	0.004949	4.5
230	-0.939065	38.499343	12.202370	0.008395	5.3
231	-0.952078	38.080122	12.288956	0.003841	4.6
232	-0.929182	37.652275	12.378599	0.005602	4.8
233	-0.933061	38.604406	12.180861	0.004905	5.1
234	-0.937509	39.598287	11.981081	0.002668	4.6
235	-0.939682	40.309891	11.842021	0.007088	4.7
236	-0.942333	40.234287	11.856642	0.004955	4.2
237	-0.956278	39.806718	11.940013	0.014468	5.4
238	-0.939177	40.080670	11.886461	0.003814	4.9
239	-0.933575	41.080650	11.694997	0.003452	4.6
240	-0.960992	40.861809	11.736369	0.004780	8.0
241	-0.977044	40.444103	11.816154	0.004976	5.7
242	-0.917722	40.018067	11.898656	0.002908	5.9
243	-0.958922	40.866512	11.735477	0.007520	4.5
244	-0.945424	41.736156	11.572800	0.006103	6.5
245	-0.924045	41.995579	11.525142	0.007833	4.6
246	-0.954140	42.995444	11.345073	0.007485	6.4
247	-0.919832	43.967412	11.175341	0.001712	5.9
248	-0.959741	43.610603	11.237057	0.008002	4.4
249	-0.932470	43.297791	11.291726	0.005788	4.8
250	-0.934189	42.869473	11.367449	0.005097	5.2
251	-0.959576	43.248784	11.300339	0.003120	4.6
252	-0.930015	42.895876	11.362752	0.005474	4.3
253	-0.895765	42.609539	11.413901	0.007277	4.5
254	-0.937301	42.181279	11.491268	0.006003	5.5
255	-0.961067	43.150089	11.317724	0.009087	4.6
